timestamp,machine_id,machine_type,energy_kwh,production_units,temperature_c,operating_hours,machine_status,energy_cost_inr,is_anomaly
2026-09-10 11:00:00,M-005,Cooling System,28.8,27.74,55.43,1.0,Running,230.4,False
2026-09-10 12:00:00,M-001,CNC Machine,32.63,41.67,56.9,1.0,Running,261.04,False
2026-09-10 12:00:00,M-002,Industrial Motor,38.84,44.89,58.52,1.0,Running,310.72,False
2026-09-10 12:00:00,M-003,Compressor,52.47,37.42,64.6,1.0,Running,419.76,False
2026-09-10 12:00:00,M-004,Hydraulic Press,46.91,46.87,62.17,1.0,Running,375.28,False
2026-09-10 12:00:00,M-005,Cooling System,27.43,27.58,52.46,1.0,Running,219.44,False
2026-09-10 13:00:00,M-001,CNC Machine,30.93,44.64,49.33,1.0,Running,247.44,False
2026-09-10 13:00:00,M-002,Industrial Motor,39.73,53.22,56.51,1.0,Running,317.84,False
2026-09-10 13:00:00,M-003,Compressor,56.89,33.3,66.9,1.0,Running,455.12,False
2026-09-10 13:00:00,M-004,Hydraulic Press,44.52,53.75,58.17,1.0,Running,356.16,False
2026-09-10 13:00:00,M-005,Cooling System,29.9,29.69,50.25,1.0,Running,239.2,False
2026-09-10 14:00:00,M-001,CNC Machine,33.94,39.29,54.91,1.0,Running,271.52,False
2026-09-10 14:00:00,M-002,Industrial Motor,36.47,53.29,59.89,1.0,Running,291.76,False
2026-09-10 14:00:00,M-003,Compressor,52.02,32.42,61.04,1.0,Running,416.16,False
2026-09-10 14:00:00,M-004,Hydraulic Press,41.12,48.05,59.39,1.0,Running,328.96,False
2026-09-10 14:00:00,M-005,Cooling System,25.09,31.72,54.67,1.0,Running,200.72,False
2026-09-10 15:00:00,M-001,CNC Machine,32.09,50.39,53.72,1.0,Running,256.72,False
2026-09-10 15:00:00,M-002,Industrial Motor,34.99,58.85,60.04,1.0,Running,279.92,False
2026-09-10 15:00:00,M-003,Compressor,56.2,35.5,64.72,1.0,Running,449.6,False
2026-09-10 15:00:00,M-004,Hydraulic Press,42.43,48.01,57.32,1.0,Running,339.44,False
2026-09-10 15:00:00,M-005,Cooling System,28.08,27.58,50.87,1.0,Running,224.64,False
2026-09-10 16:00:00,M-001,CNC Machine,34.41,36.98,54.0,1.0,Running,275.28,False
2026-09-10 16:00:00,M-002,Industrial Motor,37.62,43.13,60.14,1.0,Running,300.96,False
2026-09-10 16:00:00,M-003,Compressor,53.03,30.11,61.91,1.0,Running,424.24,False
2026-09-10 16:00:00,M-004,Hydraulic Press,46.41,56.84,57.2,1.0,Running,371.28,False
2026-09-10 16:00:00,M-005,Cooling System,27.82,28.21,53.23,1.0,Running,222.56,False
2026-09-10 17:00:00,M-001,CNC Machine,31.58,41.91,55.12,1.0,Running,252.64,False
2026-09-10 17:00:00,M-002,Industrial Motor,37.22,45.68,55.83,1.0,Running,297.76,False
2026-09-10 17:00:00,M-003,Compressor,52.93,37.73,62.45,1.0,Running,423.44,False
2026-09-10 17:00:00,M-004,Hydraulic Press,45.23,57.59,55.93,1.0,Running,361.84,False
2026-09-10 17:00:00,M-005,Cooling System,28.67,32.06,52.79,1.0,Running,229.36,False
2026-09-10 18:00:00,M-001,CNC Machine,32.86,40.57,54.48,1.0,Running,262.88,False
2026-09-10 18:00:00,M-002,Industrial Motor,33.66,50.13,59.13,1.0,Running,269.28,False
2026-09-10 18:00:00,M-003,Compressor,49.61,39.82,62.79,1.0,Running,396.88,False
2026-09-10 18:00:00,M-004,Hydraulic Press,41.72,48.21,53.58,1.0,Running,333.76,False
2026-09-10 18:00:00,M-005,Cooling System,28.23,29.45,51.89,1.0,Running,225.84,False
2026-09-10 19:00:00,M-001,CNC Machine,32.08,41.51,57.05,1.0,Running,256.64,False
2026-09-10 19:00:00,M-002,Industrial Motor,36.69,47.27,59.44,1.0,Running,293.52,False
2026-09-10 19:00:00,M-003,Compressor,56.41,36.62,62.74,1.0,Running,451.28,False
2026-09-10 19:00:00,M-004,Hydraulic Press,45.91,50.4,56.01,1.0,Running,367.28,False
2026-09-10 19:00:00,M-005,Cooling System,25.54,30.05,48.46,1.0,Running,204.32,False
2026-09-10 20:00:00,M-001,CNC Machine,6.25,8.65,55.4,0.2,Idle,50.0,False
2026-09-10 20:00:00,M-002,Industrial Motor,7.15,9.59,59.91,0.2,Idle,57.2,False
2026-09-10 20:00:00,M-003,Compressor,11.27,6.31,61.29,0.2,Idle,90.16,False
2026-09-10 20:00:00,M-004,Hydraulic Press,8.44,9.84,59.14,0.2,Idle,67.52,False
2026-09-10 20:00:00,M-005,Cooling System,5.43,5.84,53.71,0.2,Idle,43.44,False
2026-09-10 21:00:00,M-001,CNC Machine,6.6,8.42,53.04,0.2,Idle,52.8,False
2026-09-10 21:00:00,M-002,Industrial Motor,7.65,8.52,59.36,0.2,Idle,61.2,False
2026-09-10 21:00:00,M-003,Compressor,10.35,7.35,64.41,0.2,Idle,82.8,False
2026-09-10 21:00:00,M-004,Hydraulic Press,10.02,8.7,57.67,0.2,Idle,80.16,False
2026-09-10 21:00:00,M-005,Cooling System,5.32,6.33,52.62,0.2,Idle,42.56,False
2026-09-10 22:00:00,M-001,CNC Machine,6.57,7.52,54.29,0.2,Idle,52.56,False
2026-09-10 22:00:00,M-002,Industrial Motor,7.92,9.62,57.53,0.2,Idle,63.36,False
2026-09-10 22:00:00,M-003,Compressor,10.69,6.62,68.2,0.2,Idle,85.52,False
2026-09-10 22:00:00,M-004,Hydraulic Press,9.32,9.89,57.79,0.2,Idle,74.56,False
2026-09-10 22:00:00,M-005,Cooling System,5.01,6.93,52.19,0.2,Idle,40.08,False
2026-09-10 23:00:00,M-001,CNC Machine,5.44,7.31,55.59,0.2,Idle,43.52,False
2026-09-10 23:00:00,M-002,Industrial Motor,7.47,9.71,59.79,0.2,Idle,59.76,False
2026-09-10 23:00:00,M-003,Compressor,10.24,8.74,65.02,0.2,Idle,81.92,False
2026-09-10 23:00:00,M-004,Hydraulic Press,9.16,9.48,57.52,0.2,Idle,73.28,False
2026-09-10 23:00:00,M-005,Cooling System,6.21,5.8,54.35,0.2,Idle,49.68,False
2026-09-11 00:00:00,M-001,CNC Machine,5.52,8.49,54.28,0.2,Idle,44.16,False
2026-09-11 00:00:00,M-002,Industrial Motor,7.49,11.68,62.21,0.2,Idle,59.92,False
2026-09-11 00:00:00,M-003,Compressor,10.54,7.81,62.32,0.2,Idle,84.32,False
2026-09-11 00:00:00,M-004,Hydraulic Press,9.37,8.05,56.37,0.2,Idle,74.96,False
2026-09-11 00:00:00,M-005,Cooling System,5.18,6.08,51.47,0.2,Idle,41.44,False
2026-09-11 01:00:00,M-001,CNC Machine,6.5,8.42,52.77,0.2,Idle,52.0,False
2026-09-11 01:00:00,M-002,Industrial Motor,7.33,10.52,56.65,0.2,Idle,58.64,False
2026-09-11 01:00:00,M-003,Compressor,10.42,6.94,64.32,0.2,Idle,83.36,False
2026-09-11 01:00:00,M-004,Hydraulic Press,8.87,11.09,57.76,0.2,Idle,70.96,False
2026-09-11 01:00:00,M-005,Cooling System,5.88,5.47,52.37,0.2,Idle,47.04,False
2026-09-11 02:00:00,M-001,CNC Machine,5.67,8.12,57.89,0.2,Idle,45.36,False
2026-09-11 02:00:00,M-002,Industrial Motor,7.33,8.66,60.72,0.2,Idle,58.64,False
2026-09-11 02:00:00,M-003,Compressor,9.47,6.33,59.75,0.2,Idle,75.76,False
2026-09-11 02:00:00,M-004,Hydraulic Press,8.71,10.58,63.85,0.2,Idle,69.68,False
2026-09-11 02:00:00,M-005,Cooling System,5.29,5.52,50.87,0.2,Idle,42.32,False
2026-09-11 03:00:00,M-001,CNC Machine,6.22,8.56,56.22,0.2,Idle,49.76,False
2026-09-11 03:00:00,M-002,Industrial Motor,6.97,8.85,56.4,0.2,Idle,55.76,False
2026-09-11 03:00:00,M-003,Compressor,10.08,5.75,63.4,0.2,Idle,80.64,False
2026-09-11 03:00:00,M-004,Hydraulic Press,9.67,9.49,60.46,0.2,Idle,77.36,False
2026-09-11 03:00:00,M-005,Cooling System,5.0,5.84,50.87,0.2,Idle,40.0,False
2026-09-11 04:00:00,M-001,CNC Machine,6.15,8.0,53.6,0.2,Idle,49.2,False
2026-09-11 04:00:00,M-002,Industrial Motor,7.42,9.1,58.73,0.2,Idle,59.36,False
2026-09-11 04:00:00,M-003,Compressor,10.62,7.12,62.18,0.2,Idle,84.96,False
2026-09-11 04:00:00,M-004,Hydraulic Press,8.47,11.02,54.76,0.2,Idle,67.76,False
2026-09-11 04:00:00,M-005,Cooling System,5.33,6.18,52.64,0.2,Idle,42.64,False
2026-09-11 05:00:00,M-001,CNC Machine,6.93,6.78,56.34,0.2,Idle,55.44,False
2026-09-11 05:00:00,M-002,Industrial Motor,6.93,8.45,63.34,0.2,Idle,55.44,False
2026-09-11 05:00:00,M-003,Compressor,9.88,6.59,59.47,0.2,Idle,79.04,False
2026-09-11 05:00:00,M-004,Hydraulic Press,8.88,9.72,59.43,0.2,Idle,71.04,False
2026-09-11 05:00:00,M-005,Cooling System,5.09,5.33,52.9,0.2,Idle,40.72,False
2026-09-11 06:00:00,M-001,CNC Machine,5.8,9.08,57.16,0.2,Idle,46.4,False
2026-09-11 06:00:00,M-002,Industrial Motor,8.1,9.63,59.86,0.2,Idle,64.8,False
2026-09-11 06:00:00,M-003,Compressor,10.31,5.59,66.12,0.2,Idle,82.48,False
2026-09-11 06:00:00,M-004,Hydraulic Press,8.79,9.29,57.65,0.2,Idle,70.32,False
2026-09-11 06:00:00,M-005,Cooling System,6.16,4.61,50.2,0.2,Idle,49.28,False
2026-09-11 07:00:00,M-001,CNC Machine,31.83,43.7,57.52,1.0,Running,254.64,False
2026-09-11 07:00:00,M-002,Industrial Motor,37.46,49.56,58.21,1.0,Running,299.68,False
2026-09-11 07:00:00,M-003,Compressor,46.15,37.23,65.29,1.0,Running,369.2,False
2026-09-11 07:00:00,M-004,Hydraulic Press,48.38,45.6,58.32,1.0,Running,387.04,False
2026-09-11 07:00:00,M-005,Cooling System,28.14,31.55,48.5,1.0,Running,225.12,False
2026-09-11 08:00:00,M-001,CNC Machine,33.29,39.11,55.33,1.0,Running,266.32,False
2026-09-11 08:00:00,M-002,Industrial Motor,38.92,52.54,58.07,1.0,Running,311.36,False
2026-09-11 08:00:00,M-003,Compressor,52.32,32.77,59.37,1.0,Running,418.56,False
2026-09-11 08:00:00,M-004,Hydraulic Press,46.19,56.69,60.45,1.0,Running,369.52,False
2026-09-11 08:00:00,M-005,Cooling System,30.09,26.21,56.46,1.0,Running,240.72,False
2026-09-11 09:00:00,M-001,CNC Machine,33.48,37.56,55.0,1.0,Running,267.84,False
2026-09-11 09:00:00,M-002,Industrial Motor,39.12,42.07,61.67,1.0,Running,312.96,False
2026-09-11 09:00:00,M-003,Compressor,55.64,33.32,60.67,1.0,Running,445.12,False
2026-09-11 09:00:00,M-004,Hydraulic Press,45.37,44.02,58.05,1.0,Running,362.96,False
2026-09-11 09:00:00,M-005,Cooling System,29.36,28.28,53.06,1.0,Running,234.88,False
2026-09-11 10:00:00,M-001,CNC Machine,31.76,44.88,56.21,1.0,Running,254.08,False
2026-09-11 10:00:00,M-002,Industrial Motor,42.68,46.29,58.37,1.0,Running,341.44,False
2026-09-11 10:00:00,M-003,Compressor,52.11,40.89,61.25,1.0,Running,416.88,False
2026-09-11 10:00:00,M-004,Hydraulic Press,45.34,55.47,59.7,1.0,Running,362.72,False
2026-09-11 10:00:00,M-005,Cooling System,28.57,32.94,50.82,1.0,Running,228.56,False
2026-09-11 11:00:00,M-001,CNC Machine,32.0,45.28,56.37,1.0,Running,256.0,False
2026-09-11 11:00:00,M-002,Industrial Motor,39.02,39.73,58.72,1.0,Running,312.16,False
2026-09-11 11:00:00,M-003,Compressor,53.94,39.63,64.48,1.0,Running,431.52,False
2026-09-11 11:00:00,M-004,Hydraulic Press,42.3,51.95,61.25,1.0,Running,338.4,False
2026-09-11 11:00:00,M-005,Cooling System,28.66,34.78,55.18,1.0,Running,229.28,False
2026-09-11 12:00:00,M-001,CNC Machine,30.47,40.09,55.08,1.0,Running,243.76,False
2026-09-11 12:00:00,M-002,Industrial Motor,37.1,49.67,61.08,1.0,Running,296.8,False
2026-09-11 12:00:00,M-003,Compressor,48.89,35.86,65.04,1.0,Running,391.12,False
2026-09-11 12:00:00,M-004,Hydraulic Press,45.46,53.45,60.31,1.0,Running,363.68,False
2026-09-11 12:00:00,M-005,Cooling System,28.79,27.08,49.66,1.0,Running,230.32,False
2026-09-11 13:00:00,M-001,CNC Machine,30.79,38.26,53.12,1.0,Running,246.32,False
2026-09-11 13:00:00,M-002,Industrial Motor,37.51,45.9,61.67,1.0,Running,300.08,False
2026-09-11 13:00:00,M-003,Compressor,47.05,34.1,66.28,1.0,Running,376.4,False
2026-09-11 13:00:00,M-004,Hydraulic Press,44.84,46.65,58.89,1.0,Running,358.72,False
2026-09-11 13:00:00,M-005,Cooling System,29.84,30.48,52.96,1.0,Running,238.72,False
2026-09-11 14:00:00,M-001,CNC Machine,36.18,39.11,55.39,1.0,Running,289.44,False
2026-09-11 14:00:00,M-002,Industrial Motor,40.2,47.43,60.5,1.0,Running,321.6,False
2026-09-11 14:00:00,M-003,Compressor,59.78,36.12,63.45,1.0,Running,478.24,False
2026-09-11 14:00:00,M-004,Hydraulic Press,45.31,48.73,60.14,1.0,Running,362.48,False
2026-09-11 14:00:00,M-005,Cooling System,24.7,26.38,50.83,1.0,Running,197.6,False
2026-09-11 15:00:00,M-001,CNC Machine,31.18,36.51,56.0,1.0,Running,249.44,False
2026-09-11 15:00:00,M-002,Industrial Motor,34.75,44.58,60.14,1.0,Running,278.0,False
2026-09-11 15:00:00,M-003,Compressor,46.71,37.42,65.64,1.0,Running,373.68,False
2026-09-11 15:00:00,M-004,Hydraulic Press,47.58,53.27,60.44,1.0,Running,380.64,False
2026-09-11 15:00:00,M-005,Cooling System,27.4,35.28,52.22,1.0,Running,219.2,False
2026-09-11 16:00:00,M-001,CNC Machine,32.0,40.6,58.07,1.0,Running,256.0,False
2026-09-11 16:00:00,M-002,Industrial Motor,36.04,42.84,62.75,1.0,Running,288.32,False
2026-09-11 16:00:00,M-003,Compressor,50.87,37.86,65.71,1.0,Running,406.96,False
2026-09-11 16:00:00,M-004,Hydraulic Press,49.05,51.36,58.15,1.0,Running,392.4,False
2026-09-11 16:00:00,M-005,Cooling System,32.44,32.46,53.2,1.0,Running,259.52,False
2026-09-11 17:00:00,M-001,CNC Machine,33.39,42.17,54.27,1.0,Running,267.12,False
2026-09-11 17:00:00,M-002,Industrial Motor,38.41,57.17,59.45,1.0,Running,307.28,False
2026-09-11 17:00:00,M-003,Compressor,55.42,32.66,65.73,1.0,Running,443.36,False
2026-09-11 17:00:00,M-004,Hydraulic Press,46.56,48.01,54.98,1.0,Running,372.48,False
2026-09-11 17:00:00,M-005,Cooling System,28.76,30.44,55.41,1.0,Running,230.08,False
2026-09-11 18:00:00,M-001,CNC Machine,29.55,39.41,53.21,1.0,Running,236.4,False
2026-09-11 18:00:00,M-002,Industrial Motor,41.05,42.87,63.1,1.0,Running,328.4,False
2026-09-11 18:00:00,M-003,Compressor,55.81,35.9,64.27,1.0,Running,446.48,False
2026-09-11 18:00:00,M-004,Hydraulic Press,44.1,49.62,57.38,1.0,Running,352.8,False
2026-09-11 18:00:00,M-005,Cooling System,28.44,26.29,51.92,1.0,Running,227.52,False
2026-09-11 19:00:00,M-001,CNC Machine,32.18,44.5,54.67,1.0,Running,257.44,False
2026-09-11 19:00:00,M-002,Industrial Motor,38.16,44.65,61.48,1.0,Running,305.28,False
2026-09-11 19:00:00,M-003,Compressor,52.27,31.8,64.47,1.0,Running,418.16,False
2026-09-11 19:00:00,M-004,Hydraulic Press,43.41,47.13,58.46,1.0,Running,347.28,False
2026-09-11 19:00:00,M-005,Cooling System,28.59,27.28,50.21,1.0,Running,228.72,False
2026-09-11 20:00:00,M-001,CNC Machine,7.3,9.11,53.28,0.2,Idle,58.4,False
2026-09-11 20:00:00,M-002,Industrial Motor,7.27,10.01,62.08,0.2,Idle,58.16,False
2026-09-11 20:00:00,M-003,Compressor,10.7,6.29,62.25,0.2,Idle,85.6,False
2026-09-11 20:00:00,M-004,Hydraulic Press,8.44,9.83,59.64,0.2,Idle,67.52,False
2026-09-11 20:00:00,M-005,Cooling System,5.79,5.6,51.31,0.2,Idle,46.32,False
2026-09-11 21:00:00,M-001,CNC Machine,6.46,8.32,53.48,0.2,Idle,51.68,False
2026-09-11 21:00:00,M-002,Industrial Motor,8.3,9.76,58.44,0.2,Idle,66.4,False
2026-09-11 21:00:00,M-003,Compressor,11.33,7.66,62.37,0.2,Idle,90.64,False
2026-09-11 21:00:00,M-004,Hydraulic Press,9.16,8.84,56.91,0.2,Idle,73.28,False
2026-09-11 21:00:00,M-005,Cooling System,5.61,6.9,50.4,0.2,Idle,44.88,False
2026-09-11 22:00:00,M-001,CNC Machine,6.82,7.63,53.86,0.2,Idle,54.56,False
2026-09-11 22:00:00,M-002,Industrial Motor,8.04,9.63,59.03,0.2,Idle,64.32,False
2026-09-11 22:00:00,M-003,Compressor,10.39,6.97,65.37,0.2,Idle,83.12,False
2026-09-11 22:00:00,M-004,Hydraulic Press,8.88,10.47,58.13,0.2,Idle,71.04,False
2026-09-11 22:00:00,M-005,Cooling System,5.1,5.82,52.52,0.2,Idle,40.8,False
2026-09-11 23:00:00,M-001,CNC Machine,6.06,9.67,53.45,0.2,Idle,48.48,False
2026-09-11 23:00:00,M-002,Industrial Motor,7.93,8.93,60.9,0.2,Idle,63.44,False
2026-09-11 23:00:00,M-003,Compressor,9.83,6.91,64.18,0.2,Idle,78.64,False
2026-09-11 23:00:00,M-004,Hydraulic Press,9.08,8.75,59.74,0.2,Idle,72.64,False
2026-09-11 23:00:00,M-005,Cooling System,5.09,5.4,55.16,0.2,Idle,40.72,False
2026-09-12 00:00:00,M-001,CNC Machine,5.13,5.99,54.69,0.2,Idle,41.04,False
2026-09-12 00:00:00,M-002,Industrial Motor,5.85,7.11,58.23,0.2,Idle,46.8,False
2026-09-12 00:00:00,M-003,Compressor,7.62,5.31,61.36,0.2,Idle,60.96,False
2026-09-12 00:00:00,M-004,Hydraulic Press,6.64,7.7,57.69,0.2,Idle,53.12,False
2026-09-12 00:00:00,M-005,Cooling System,4.6,4.06,53.75,0.2,Idle,36.8,False
2026-09-12 01:00:00,M-001,CNC Machine,4.71,6.79,51.54,0.2,Idle,37.68,False
2026-09-12 01:00:00,M-002,Industrial Motor,5.68,8.32,58.5,0.2,Idle,45.44,False
2026-09-12 01:00:00,M-003,Compressor,8.35,5.43,63.95,0.2,Idle,66.8,False
2026-09-12 01:00:00,M-004,Hydraulic Press,7.19,8.27,55.85,0.2,Idle,57.52,False
2026-09-12 01:00:00,M-005,Cooling System,4.44,4.26,46.57,0.2,Idle,35.52,False
2026-09-12 02:00:00,M-001,CNC Machine,4.39,6.22,54.05,0.2,Idle,35.12,False
2026-09-12 02:00:00,M-002,Industrial Motor,5.58,7.03,58.9,0.2,Idle,44.64,False
2026-09-12 02:00:00,M-003,Compressor,8.87,4.79,67.73,0.2,Idle,70.96,False
2026-09-12 02:00:00,M-004,Hydraulic Press,7.39,6.8,57.2,0.2,Idle,59.12,False
2026-09-12 02:00:00,M-005,Cooling System,4.18,4.55,50.68,0.2,Idle,33.44,False
2026-09-12 03:00:00,M-001,CNC Machine,4.84,6.8,54.05,0.2,Idle,38.72,False
2026-09-12 03:00:00,M-002,Industrial Motor,5.39,6.45,56.72,0.2,Idle,43.12,False
2026-09-12 03:00:00,M-003,Compressor,7.24,5.26,63.47,0.2,Idle,57.92,False
2026-09-12 03:00:00,M-004,Hydraulic Press,7.24,8.32,57.94,0.2,Idle,57.92,False
2026-09-12 03:00:00,M-005,Cooling System,4.67,4.47,53.04,0.2,Idle,37.36,False
2026-09-12 04:00:00,M-001,CNC Machine,4.39,6.13,55.79,0.2,Idle,35.12,False
2026-09-12 04:00:00,M-002,Industrial Motor,5.48,7.68,60.58,0.2,Idle,43.84,False
2026-09-12 04:00:00,M-003,Compressor,7.71,5.1,59.02,0.2,Idle,61.68,False
2026-09-12 04:00:00,M-004,Hydraulic Press,7.14,7.37,56.74,0.2,Idle,57.12,False
2026-09-12 04:00:00,M-005,Cooling System,4.01,4.52,52.72,0.2,Idle,32.08,False
2026-09-12 05:00:00,M-001,CNC Machine,4.53,6.19,57.67,0.2,Idle,36.24,False
2026-09-12 05:00:00,M-002,Industrial Motor,5.49,7.74,61.0,0.2,Idle,43.92,False
2026-09-12 05:00:00,M-003,Compressor,8.1,5.48,60.61,0.2,Idle,64.8,False
2026-09-12 05:00:00,M-004,Hydraulic Press,6.52,8.1,57.28,0.2,Idle,52.16,False
2026-09-12 05:00:00,M-005,Cooling System,4.28,5.45,51.23,0.2,Idle,34.24,False
2026-09-12 06:00:00,M-001,CNC Machine,5.2,5.19,52.31,0.2,Idle,41.6,False
2026-09-12 06:00:00,M-002,Industrial Motor,5.59,6.62,62.83,0.2,Idle,44.72,False
2026-09-12 06:00:00,M-003,Compressor,7.73,5.57,64.62,0.2,Idle,61.84,False
2026-09-12 06:00:00,M-004,Hydraulic Press,6.81,7.14,58.15,0.2,Idle,54.48,False
2026-09-12 06:00:00,M-005,Cooling System,4.44,4.85,52.99,0.2,Idle,35.52,False
2026-09-12 07:00:00,M-001,CNC Machine,5.01,6.12,54.82,0.2,Idle,40.08,False
2026-09-12 07:00:00,M-002,Industrial Motor,5.56,6.58,60.17,0.2,Idle,44.48,False
2026-09-12 07:00:00,M-003,Compressor,7.71,5.63,61.58,0.2,Idle,61.68,False
2026-09-12 07:00:00,M-004,Hydraulic Press,6.8,7.53,58.37,0.2,Idle,54.4,False
2026-09-12 07:00:00,M-005,Cooling System,4.46,4.83,50.81,0.2,Idle,35.68,False
2026-09-12 08:00:00,M-001,CNC Machine,4.5,5.99,56.4,0.2,Idle,36.0,False
2026-09-12 08:00:00,M-002,Industrial Motor,5.59,8.03,59.52,0.2,Idle,44.72,False
2026-09-12 08:00:00,M-003,Compressor,8.04,5.87,64.87,0.2,Idle,64.32,False
2026-09-12 08:00:00,M-004,Hydraulic Press,7.02,6.79,56.14,0.2,Idle,56.16,False
2026-09-12 08:00:00,M-005,Cooling System,4.11,4.09,50.83,0.2,Idle,32.88,False
2026-09-12 09:00:00,M-001,CNC Machine,4.38,6.19,56.92,0.2,Idle,35.04,False
2026-09-12 09:00:00,M-002,Industrial Motor,5.03,7.85,61.96,0.2,Idle,40.24,False
2026-09-12 09:00:00,M-003,Compressor,8.2,4.91,63.86,0.2,Idle,65.6,False
2026-09-12 09:00:00,M-004,Hydraulic Press,6.68,7.52,60.42,0.2,Idle,53.44,False
2026-09-12 09:00:00,M-005,Cooling System,4.35,4.05,54.2,0.2,Idle,34.8,False
2026-09-12 10:00:00,M-001,CNC Machine,5.47,6.66,53.94,0.2,Idle,43.76,False
2026-09-12 10:00:00,M-002,Industrial Motor,5.66,7.75,62.47,0.2,Idle,45.28,False
2026-09-12 10:00:00,M-003,Compressor,7.62,5.25,66.61,0.2,Idle,60.96,False
2026-09-12 10:00:00,M-004,Hydraulic Press,6.18,7.21,56.97,0.2,Idle,49.44,False
2026-09-12 10:00:00,M-005,Cooling System,4.55,4.72,52.22,0.2,Idle,36.4,False
2026-09-12 11:00:00,M-001,CNC Machine,4.41,6.96,54.11,0.2,Idle,35.28,False
2026-09-12 11:00:00,M-002,Industrial Motor,5.66,7.03,60.17,0.2,Idle,45.28,False
2026-09-12 11:00:00,M-003,Compressor,7.59,5.54,64.28,0.2,Idle,60.72,False
2026-09-12 11:00:00,M-004,Hydraulic Press,6.38,7.47,57.77,0.2,Idle,51.04,False
2026-09-12 11:00:00,M-005,Cooling System,4.16,4.45,52.06,0.2,Idle,33.28,False
2026-09-12 12:00:00,M-001,CNC Machine,4.68,6.34,57.55,0.2,Idle,37.44,False
2026-09-12 12:00:00,M-002,Industrial Motor,5.45,6.53,65.56,0.2,Idle,43.6,False
2026-09-12 12:00:00,M-003,Compressor,7.17,4.81,65.47,0.2,Idle,57.36,False
2026-09-12 12:00:00,M-004,Hydraulic Press,6.65,6.25,62.29,0.2,Idle,53.2,False
2026-09-12 12:00:00,M-005,Cooling System,3.7,3.94,49.0,0.2,Idle,29.6,False
2026-09-12 13:00:00,M-001,CNC Machine,5.12,6.75,53.97,0.2,Idle,40.96,False
2026-09-12 13:00:00,M-002,Industrial Motor,6.18,7.59,63.57,0.2,Idle,49.44,False
2026-09-12 13:00:00,M-003,Compressor,6.72,5.15,62.36,0.2,Idle,53.76,False
2026-09-12 13:00:00,M-004,Hydraulic Press,6.65,7.24,57.62,0.2,Idle,53.2,False
2026-09-12 13:00:00,M-005,Cooling System,4.52,4.9,51.66,0.2,Idle,36.16,False
2026-09-12 14:00:00,M-001,CNC Machine,4.9,6.85,55.13,0.2,Idle,39.2,False
2026-09-12 14:00:00,M-002,Industrial Motor,5.72,7.72,64.12,0.2,Idle,45.76,False
2026-09-12 14:00:00,M-003,Compressor,7.56,4.65,63.75,0.2,Idle,60.48,False
2026-09-12 14:00:00,M-004,Hydraulic Press,7.26,7.76,57.95,0.2,Idle,58.08,False
2026-09-12 14:00:00,M-005,Cooling System,4.41,3.99,53.51,0.2,Idle,35.28,False
2026-09-12 15:00:00,M-001,CNC Machine,4.8,5.32,51.82,0.2,Idle,38.4,False
2026-09-12 15:00:00,M-002,Industrial Motor,5.39,6.82,61.62,0.2,Idle,43.12,False
2026-09-12 15:00:00,M-003,Compressor,7.2,5.3,65.76,0.2,Idle,57.6,False
2026-09-12 15:00:00,M-004,Hydraulic Press,6.88,6.64,56.37,0.2,Idle,55.04,False
2026-09-12 15:00:00,M-005,Cooling System,4.33,4.37,53.04,0.2,Idle,34.64,False
2026-09-12 16:00:00,M-001,CNC Machine,4.78,6.97,55.61,0.2,Idle,38.24,False
2026-09-12 16:00:00,M-002,Industrial Motor,5.76,6.95,60.88,0.2,Idle,46.08,False
2026-09-12 16:00:00,M-003,Compressor,6.96,5.21,64.66,0.2,Idle,55.68,False
2026-09-12 16:00:00,M-004,Hydraulic Press,6.47,7.72,55.43,0.2,Idle,51.76,False
2026-09-12 16:00:00,M-005,Cooling System,4.32,5.03,51.54,0.2,Idle,34.56,False
2026-09-12 17:00:00,M-001,CNC Machine,4.56,5.73,57.61,0.2,Idle,36.48,False
2026-09-12 17:00:00,M-002,Industrial Motor,5.51,7.28,61.02,0.2,Idle,44.08,False
2026-09-12 17:00:00,M-003,Compressor,8.5,4.91,66.71,0.2,Idle,68.0,False
2026-09-12 17:00:00,M-004,Hydraulic Press,6.5,7.22,52.76,0.2,Idle,52.0,False
2026-09-12 17:00:00,M-005,Cooling System,3.86,3.97,52.27,0.2,Idle,30.88,False
2026-09-12 18:00:00,M-001,CNC Machine,4.41,6.14,54.44,0.2,Idle,35.28,False
2026-09-12 18:00:00,M-002,Industrial Motor,5.88,7.49,56.2,0.2,Idle,47.04,False
2026-09-12 18:00:00,M-003,Compressor,7.15,5.2,65.8,0.2,Idle,57.2,False
2026-09-12 18:00:00,M-004,Hydraulic Press,6.39,7.97,56.47,0.2,Idle,51.12,False
2026-09-12 18:00:00,M-005,Cooling System,3.63,4.33,52.67,0.2,Idle,29.04,False
2026-09-12 19:00:00,M-001,CNC Machine,5.08,6.16,52.8,0.2,Idle,40.64,False
2026-09-12 19:00:00,M-002,Industrial Motor,5.18,6.84,57.99,0.2,Idle,41.44,False
2026-09-12 19:00:00,M-003,Compressor,8.27,4.75,62.6,0.2,Idle,66.16,False
2026-09-12 19:00:00,M-004,Hydraulic Press,6.6,7.57,55.46,0.2,Idle,52.8,False
